Price Date,Adike Price (Rs./Quintal),Patora Price (Rs./Quintal)
2025-07-15,47500,30000
2025-07-18,47500,30000
2025-07-19,47500,30000
2025-07-21,48500,30000
2025-07-23,48500,30000
2025-08-01,48500,30000
2025-08-02,48500,30000
2025-08-04,48500,30000
2025-08-07,47500,30000
2025-08-12,48500,30000
2025-08-19,48500,30000
2025-08-28,48500,30000
2025-09-01,49000,35000
2025-09-02,49500,35000
2025-09-03,49000,35000
2025-09-06,49000,35000
2025-09-09,49000,35000
2025-09-10,49000,35000
2025-09-11,49000,35000
2025-09-12,49000,35000
2025-09-15,49000,35000
2025-09-16,49000,35000
2025-09-17,59656,56492
2025-09-18,59613,56460
2025-09-19,59570,56428
2025-09-20,59527,56396
2025-09-21,59484,56364
2025-09-22,59441,56332
2025-09-23,59398,56300
2025-09-24,59355,56268
2025-09-25,59312,56236
2025-09-26,59269,56204
2025-09-27,59226,56172
2025-09-28,59183,56140
2025-09-29,59140,56108
2025-09-30,59097,56076
2025-10-01,59011,56044
2025-10-02,59011,56012
2026-01-28,56599,50579
2026-01-29,56625,50620
2026-01-30,56701,50709
2026-01-31,56777,50798
2026-02-01,56853,50887
2026-02-02,56299,50512
2026-02-03,56404,50617
2026-02-04,56299,50012
2026-02-05,56349,50262
2026-02-06,56569,52012
2026-02-07,56658,52103
2026-02-08,56747,52194
2026-02-09,57599,48700
2026-02-10,57097,49209
2026-02-11,58019,56455
2026-02-12,58107,56632
2026-02-13,57629,51012
2026-02-14,57721,51104
2026-02-15,57850,51180
2026-02-16,57900,51200
2026-02-17,57200,50950
2026-02-18,56800,50500
2026-02-19,56300,50100
2026-02-20,55900,49600
2026-02-21,55200,49100
2026-02-22,54800,48500
2026-02-23,54100,47900
2026-02-24,53500,47200
2026-02-25,52900,46600
2026-02-26,52100,45900
2026-02-27,51500,45200
2026-02-28,50900,44400
2026-03-01,50100,43800
2026-03-02,49500,43100
2026-03-03,48900,42500
2026-03-04,48100,41900
2026-03-05,47500,41200
2026-03-06,46800,40600
2026-03-07,46000,39900
2026-03-08,45200,39200
2026-03-09,44500,38500
2026-03-10,43900,37900
2026-03-11,43100,37200
2026-03-12,42500,36600
2026-03-13,41800,36000
2026-03-14,41000,35400
2026-03-15,40200,34900
2026-03-16,39500,34400
2026-03-17,39800,34800
2026-03-18,40200,35200
2026-03-19,40900,35900
2026-03-20,41500,36500
2026-03-21,42100,37100
2026-03-22,42500,37600
2026-03-23,42900,38100
2026-03-24,43400,38500
2026-03-25,43800,38900
2026-03-26,44200,39200
2026-03-27,44500,39500
2026-03-28,44800,39800
2026-03-29,45100,40100
2026-03-30,45400,40400
2026-03-31,45600,40600
2026-04-01,45900,40900
2026-04-02,46100,41100
2026-04-03,46300,41300
2026-04-04,46500,41500
2026-04-05,46600,41600
2026-04-06,46800,41800
2026-04-07,46900,41900
2026-04-08,47100,42100
2026-04-09,47200,42200
2026-04-10,47300,42300
2026-04-11,47500,42400
2026-04-12,47600,42500
2026-04-13,47600,42500
2026-04-14,47700,42600
2026-04-15,47700,42600
2026-04-16,47800,42700
2026-04-17,47800,42700
2026-04-18,47900,42800
2026-04-19,47900,42800
2026-04-20,48000,42900
2026-04-21,47900,42800
2026-04-22,47800,42700
2026-04-23,47700,42600
2026-04-24,47600,42500
2026-04-25,47500,42400
2026-04-26,47400,42300
2026-04-27,47300,42200
2026-04-28,47200,42100
2026-04-29,47100,42000
2026-04-30,47000,41900
2026-05-01,46800,41700
2026-05-02,46600,41500
2026-05-03,46400,41300
2026-05-04,46200,41100
2026-05-05,46000,40900
2026-05-06,45800,40700
2026-05-07,45600,40500
2026-05-08,45400,40300
2026-05-09,45200,40100
2026-05-10,45000,39900
2026-05-11,44800,39700
2026-05-12,44600,39500
2026-05-13,44400,39300
2026-05-14,44200,39100
2026-05-15,44000,38900
2026-05-16,43800,38700
2026-05-17,43600,38500
2026-05-18,43400,38300
2026-05-19,43200,38100
2026-05-20,43000,37900
2026-05-21,42800,37700
2026-05-22,42600,37500
2026-05-23,42400,37300
2026-05-24,42200,37100
2026-05-25,42000,36900
2026-05-26,41800,36700
2026-05-27,41600,36500
2026-05-28,41400,36300
2026-05-29,41200,36100
2026-05-30,41000,35900
2026-05-31,40800,35700
2026-06-01,40500,35400
2026-06-02,40000,35000
2026-06-03,39500,34700
2026-06-04,39200,34300
2026-06-05,39000,34000
2026-06-06,39200,34200
2026-06-07,39800,34800
2026-06-08,40500,35500
2026-06-09,41200,36500
2026-06-10,42500,37800
2026-06-11,43200,39100
2026-06-12,44000,40200
2026-06-13,44800,41100
2026-06-14,45500,41800
2026-06-15,46200,42200
2026-06-16,46800,42400
2026-06-17,47000,42500
2026-06-18,47000,42500
2026-06-19,47000,42500
2026-06-20,47000,42500
2026-06-21,47000,42500
2026-06-22,47000,42500
2026-06-23,47000,42500
